"Wage","Associate's","Bachelor's","Doctorate","High School","Master's","None","GDP per capita","Unemployment"
2e+05,0,0,0,0,1,0,10127.2495,8.65
1e+05,0,0,0,0,1,0,12578.359,5.35
175000,0,1,0,0,0,0,54580.308,5.35
130560,0,0,1,0,0,0,12578.359,5.35
125000,0,0,1,0,0,0,12578.359,5.35
153237.5,0,1,0,0,0,0,12578.359,5.35
175000,0,1,0,0,0,0,12578.359,5.35
125000,0,0,0,0,1,0,12578.359,5.35
184080,0,0,0,0,1,0,12578.359,5.35
225750,0,1,0,0,0,0,32793.3645,2.8
202660,0,0,0,0,1,0,12578.359,5.35
164300,0,0,0,0,1,0,12578.359,5.35
147100,0,0,0,0,1,0,12578.359,5.35
147100,0,0,0,0,1,0,12578.359,5.35
118900,0,1,0,0,0,0,4960.05,21.8
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
172000,0,1,0,0,0,0,32793.3645,2.8
130894,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
142800,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
158100,0,0,0,0,1,0,12578.359,5.35
158100,0,1,0,0,0,0,12301.4375,4.85
143700,0,0,0,0,1,0,12578.359,5.35
158100,0,0,0,0,1,0,12578.359,5.35
178500,0,0,0,0,1,0,12578.359,5.35
147100,0,1,0,0,0,0,54580.308,5.35
178500,0,0,0,0,1,0,12578.359,5.35
178500,0,0,0,0,1,0,12578.359,5.35
178500,0,0,0,0,1,0,12578.359,5.35
178500,0,0,0,0,1,0,12578.359,5.35
147100,0,1,0,0,0,0,12578.359,5.35
62150,0,0,0,0,1,0,1555.709,7.35
193600,0,1,0,0,0,0,12578.359,5.35
190000,0,0,0,0,1,0,12578.359,5.35
143400,0,0,0,0,1,0,12578.359,5.35
118893,0,0,0,0,1,0,1555.709,7.35
130000,0,0,0,0,1,0,12578.359,5.35
94349,0,0,0,0,1,0,12578.359,5.35
81181,0,0,0,0,1,0,32526.65,3.7
113818,0,0,0,0,0,0,3341.996,5.3
168500,0,0,0,0,1,0,12578.359,5.35
125000,0,0,0,0,1,0,12578.359,5.35
108000,0,0,0,0,1,0,12578.359,5.35
127338,0,0,0,0,1,0,12578.359,5.35
110500,0,1,0,0,0,0,12578.359,5.35
123000,0,1,0,0,0,0,12518.036,3.7
137458,0,1,0,0,0,0,12450.6815,3.05
110500,0,1,0,0,0,0,4157.4145,7.25
189520,0,0,0,0,1,0,4960.05,21.8
137000,0,0,1,0,0,0,12578.359,5.35
86000,0,0,0,0,1,0,1555.709,7.35
127338,0,0,0,0,1,0,1555.709,7.35
168709,0,0,0,0,1,0,12578.359,5.35
210000,0,0,0,0,1,0,1945.012,22.6
180000,0,1,0,0,0,0,21811.635,11.65
127500,0,0,1,0,0,0,12578.359,5.35
127125,0,0,1,0,0,0,12578.359,5.35
80000,0,1,0,0,0,0,12578.359,5.35
120000,0,0,0,0,1,0,12578.359,5.35
187000,0,0,0,0,1,0,12578.359,5.35
97614,0,0,0,0,1,0,12578.359,5.35
140000,0,0,1,0,0,0,12578.359,5.35
81765,0,0,0,0,1,0,32526.65,3.7
81765,0,0,0,0,1,0,12578.359,5.35
80340,0,1,0,0,0,0,1945.012,22.6
89606,0,0,0,0,1,0,12578.359,5.35
63066,0,1,0,0,0,0,3745.6325,4.9
85490.16,0,1,0,0,0,0,32793.3645,2.8
86275,0,1,0,0,0,0,12450.6815,3.05
190000,0,1,0,0,0,0,4870.7305,5.6
80000,0,0,1,0,0,0,12578.359,5.35
63000,0,0,0,0,1,0,60073.2185,3.55
168824,0,0,1,0,0,0,33905.298,2.6
2e+05,0,0,1,0,0,0,16027.205,8.35
126509,0,0,1,0,0,0,32793.3645,2.8
86000,0,0,1,0,0,0,32793.3645,2.8
60176,0,0,0,0,1,0,6536.735,5.35
53250,0,0,0,0,1,0,6831.44,10.65
100700,0,0,0,0,1,0,12578.359,5.35
180000,0,1,0,0,0,0,12301.4375,4.85
165000,0,0,0,0,1,0,4960.05,21.8
104582,0,0,0,0,1,0,47414.5395,3.95
80341,0,1,0,0,0,0,12301.4375,4.85
217755,0,0,0,0,0,0,50741.637,3.05
240000,0,0,0,0,1,0,12578.359,5.35
117125,0,0,0,0,1,0,12578.359,5.35
201968,0,1,0,0,0,0,47414.5395,3.95
36130,0,0,0,0,1,0,19965.328,6.5
3e+05,0,1,0,0,0,0,12450.6815,3.05
70000,0,1,0,0,0,0,103781.341,4.4
68598,0,0,0,0,1,0,12578.359,5.35
120000,0,1,0,0,0,0,54580.308,5.35
78499,0,0,0,0,1,0,12578.359,5.35
54000,0,1,0,0,0,0,12578.359,5.35
142800,0,0,0,0,1,0,12578.359,5.35
85000,0,0,0,0,1,0,12578.359,5.35
85800,0,1,0,0,0,0,32793.3645,2.8
2e+05,0,1,0,0,0,0,12518.036,3.7
150000,0,1,0,0,0,0,54580.308,5.35
111717,0,0,0,0,1,0,14567.755,3.55
157291,0,0,1,0,0,0,12578.359,5.35
110136,0,0,0,0,1,0,12578.359,5.35
92082,0,0,0,0,1,0,12578.359,5.35
171600,0,0,1,0,0,0,12578.359,5.35
64293,0,0,1,0,0,0,7856.492,3.55
97760,0,1,0,0,0,0,12578.359,5.35
104291,0,1,0,0,0,0,12578.359,5.35
223290,0,0,0,0,1,0,44153.444,7.35
120725,0,0,0,0,1,0,12578.359,5.35
123614,0,0,0,0,1,0,12578.359,5.35
103854,0,0,0,0,1,0,12578.359,5.35
104291,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
144000,0,0,0,0,1,0,12578.359,5.35
126500,0,1,0,0,0,0,54580.308,5.35
214100,0,0,0,0,1,0,12578.359,5.35
138000,0,0,0,0,1,0,12578.359,5.35
140000,0,0,0,0,1,0,12578.359,5.35
130000,0,0,0,0,1,0,12578.359,5.35
166400,0,1,0,0,0,0,12578.359,5.35
130000,0,0,1,0,0,0,21811.635,11.65
89045,0,0,0,0,1,0,12578.359,5.35
120224,0,0,0,0,1,0,12578.359,5.35
220000,0,0,0,0,1,0,12578.359,5.35
176140,0,0,0,0,1,0,12578.359,5.35
125145,0,1,0,0,0,0,1945.012,22.6
190000,0,0,0,0,1,0,44153.444,7.35
216300,0,1,0,0,0,0,65504.595,3.7
98800,0,0,0,0,1,0,32526.65,3.7
118248,0,1,0,0,0,0,54580.308,5.35
130000,0,1,0,0,0,0,33905.298,2.6
104929.87,0,0,0,0,1,0,12578.359,5.35
78562,0,0,0,0,1,0,12578.359,5.35
167144.25,0,0,0,0,1,0,12578.359,5.35
148221,0,0,0,0,1,0,12578.359,5.35
65000,0,0,0,0,1,0,12578.359,5.35
88236,0,0,0,0,1,0,32526.65,3.7
93725,0,0,0,0,1,0,12578.359,5.35
70803,0,1,0,0,0,0,12578.359,5.35
168820,0,0,0,0,1,0,12578.359,5.35
130000,0,0,0,0,1,0,12578.359,5.35
161000,0,0,0,0,1,0,12578.359,5.35
74963,0,0,0,0,1,0,32526.65,3.7
124758,0,0,1,0,0,0,12578.359,5.35
104000,0,0,1,0,0,0,14815.049,9.5
99320,0,0,0,0,1,0,12578.359,5.35
205000,0,0,0,0,1,0,12578.359,5.35
150000,0,0,1,0,0,0,12578.359,5.35
117603,0,0,0,0,1,0,54580.308,5.35
85000,0,0,0,0,1,0,12578.359,5.35
80000,0,0,0,0,1,0,12578.359,5.35
113490,0,0,0,0,1,0,32526.65,3.7
121000,0,0,1,0,0,0,7370.1475,12.75
220000,0,0,1,0,0,0,12450.6815,3.05
229500,0,0,1,0,0,0,50741.637,3.05
108000,0,0,1,0,0,0,4358.605,9
88261,0,0,1,0,0,0,44153.444,7.35
72500,0,0,1,0,0,0,54580.308,5.35
85000,0,0,1,0,0,0,47414.5395,3.95
91110,0,0,1,0,0,0,32793.3645,2.8
89606.4,0,0,1,0,0,0,36684.4655,7.9
109881,0,0,0,0,1,0,12578.359,5.35
68266,0,0,0,0,1,0,12578.359,5.35
210000,0,1,0,0,0,0,54580.308,5.35
650000,0,0,0,0,0,0,54580.308,5.35
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
60632,0,1,0,0,0,0,12450.6815,3.05
203341,0,0,0,0,1,0,12578.359,5.35
160700,0,0,0,0,1,0,12578.359,5.35
160805,0,1,0,0,0,0,16027.205,8.35
225000,0,1,0,0,0,0,54580.308,5.35
207100,0,0,0,0,0,1,10127.2495,8.65
154000,0,0,0,0,1,0,12578.359,5.35
107016,0,1,0,0,0,0,12518.036,3.7
127837,0,0,0,0,1,0,12578.359,5.35
96600,0,0,0,0,1,0,12578.359,5.35
117021,0,0,1,0,0,0,16998.561,5.6
60986,0,0,0,0,1,0,7204.9745,1.25
59280,0,0,0,0,1,0,12578.359,5.35
74010,0,0,0,0,1,0,3341.996,5.3
56700,0,0,0,0,1,0,12578.359,5.35
115060,0,0,0,0,1,0,18067.6825,8.1
50378,0,0,0,0,1,0,12578.359,5.35
85155,0,0,0,0,1,0,12578.359,5.35
62000,0,0,0,0,1,0,32526.65,3.7
65700,0,0,0,0,1,0,12578.359,5.35
86965,0,0,0,0,1,0,12578.359,5.35
85000,0,0,0,0,1,0,12578.359,5.35
180000,0,0,0,0,1,0,12578.359,5.35
75670,0,0,0,0,1,0,12578.359,5.35
87500,0,0,0,0,1,0,12578.359,5.35
167633,0,0,0,0,1,0,7634.573,7.25
124051,0,1,0,0,0,0,47414.5395,3.95
146000,0,0,0,0,1,0,12578.359,5.35
141487.5,0,0,0,0,1,0,3729.35,12.4
97760,0,1,0,0,0,0,12578.359,5.35
132000,0,0,0,0,1,0,32793.3645,2.8
121763,0,0,0,0,1,0,32526.65,3.7
150050,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,36684.4655,7.9
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,54580.308,5.35
185000,0,0,1,0,0,0,12578.359,5.35
185000,0,0,1,0,0,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
157477,0,0,1,0,0,0,12578.359,5.35
158100,0,0,0,0,1,0,12578.359,5.35
171600,0,0,0,0,1,0,12578.359,5.35
142800,0,0,1,0,0,0,12578.359,5.35
210000,0,0,0,0,1,0,12578.359,5.35
158100,0,0,0,0,1,0,12578.359,5.35
142800,0,0,1,0,0,0,12578.359,5.35
158100,0,0,0,0,1,0,12578.359,5.35
195000,0,0,0,0,1,0,12578.359,5.35
143700,0,1,0,0,0,0,13832.3245,6.7
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
132700,0,0,0,0,1,0,12578.359,5.35
178500,0,0,0,0,1,0,12578.359,5.35
101754,0,0,0,0,1,0,12578.359,5.35
126507.65,0,0,0,0,1,0,12578.359,5.35
108846,0,0,0,0,1,0,65504.595,3.7
80000,0,0,0,0,1,0,12578.359,5.35
145000,0,1,0,0,0,0,47414.5395,3.95
136900,0,0,0,0,1,0,12578.359,5.35
168834,0,1,0,0,0,0,12450.6815,3.05
187500,0,0,0,0,1,0,12578.359,5.35
183310,0,0,0,0,1,0,12578.359,5.35
62982,0,1,0,0,0,0,12578.359,5.35
168000,0,0,0,0,1,0,12578.359,5.35
96000,0,0,0,0,1,0,12578.359,5.35
97614,0,0,0,0,1,0,12578.359,5.35
110000,0,0,0,0,1,0,12578.359,5.35
140000,0,0,0,0,1,0,12578.359,5.35
46197,0,0,0,0,1,0,12578.359,5.35
46197,0,0,0,0,1,0,12578.359,5.35
59342,0,0,0,0,1,0,12578.359,5.35
60403,0,0,0,0,1,0,14567.755,3.55
107806,0,0,0,0,1,0,12578.359,5.35
99070,0,0,0,0,1,0,12578.359,5.35
75000,0,0,0,0,1,0,1555.709,7.35
96171.1,0,0,0,0,1,0,4358.605,9
104957,0,0,0,0,1,0,12578.359,5.35
84100,0,0,0,0,1,0,12578.359,5.35
78900,0,1,0,0,0,0,3540.4745,35.6
98000,0,0,0,0,1,0,21811.635,11.65
69222,0,0,0,0,1,0,12578.359,5.35
117520,0,0,0,0,1,0,47414.5395,3.95
88002,0,0,1,0,0,0,32793.3645,2.8
120000,0,0,1,0,0,0,12450.6815,3.05
250000,0,0,0,0,0,0,33905.298,2.6
41038,0,0,0,0,1,0,12578.359,5.35
70000,0,0,0,0,1,0,32793.3645,2.8
103688,0,0,0,0,0,0,12578.359,5.35
273000,0,0,0,0,0,0,54580.308,5.35
4e+05,0,0,0,0,0,0,12518.036,3.7
250000,0,0,0,0,0,0,1555.709,7.35
104832,0,0,0,0,1,0,12578.359,5.35
186202,0,1,0,0,0,0,54580.308,5.35
99902,0,0,0,0,1,0,10127.2495,8.65
83408,0,0,0,0,1,0,12578.359,5.35
43534,1,0,0,0,0,0,50741.637,3.05
50066,0,1,0,0,0,0,32793.3645,2.8
123469,0,1,0,0,0,0,18067.6825,8.1
52000,0,0,0,0,1,0,3745.6325,4.9
105401,0,1,0,0,0,0,10127.2495,8.65
49500,0,0,0,0,1,0,12578.359,5.35
156142,0,0,0,0,1,0,12578.359,5.35
115000,0,0,0,0,1,0,12578.359,5.35
75670,0,0,0,0,1,0,12578.359,5.35
132000,0,0,0,0,1,0,53593.371,3.65
150000,0,0,0,0,1,0,12578.359,5.35
170000,0,0,0,0,1,0,12578.359,5.35
118373,0,0,0,0,1,0,12578.359,5.35
176550,0,0,0,0,1,0,12578.359,5.35
96500,0,1,0,0,0,0,54580.308,5.35
123614,0,0,0,0,1,0,32793.3645,2.8
215835.28,0,1,0,0,0,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
143700,0,1,0,0,0,0,12578.359,5.35
80000,0,0,0,0,1,0,12578.359,5.35
118000,0,0,0,0,1,0,7856.492,3.55
1e+05,0,0,0,0,1,0,1945.012,22.6
160500,0,1,0,0,0,0,32793.3645,2.8
144000,0,0,0,0,1,0,12578.359,5.35
144000,0,0,0,0,1,0,12578.359,5.35
160000,0,0,0,0,1,0,12578.359,5.35
3e+05,0,0,0,0,1,0,12578.359,5.35
225000,0,0,1,0,0,0,50741.637,3.05
73216,0,0,0,0,1,0,1555.709,7.35
74776,0,1,0,0,0,0,12578.359,5.35
157269,0,0,0,0,1,0,12578.359,5.35
165000,0,0,0,0,1,0,12578.359,5.35
183720,0,0,1,0,0,0,12578.359,5.35
75004,0,1,0,0,0,0,32526.65,3.7
345000,0,0,0,0,0,0,12578.359,5.35
160000,0,0,0,0,0,0,32793.3645,2.8
175000.05,0,0,1,0,0,0,13832.3245,6.7
314000,0,0,0,0,0,0,54580.308,5.35
57605,0,0,1,0,0,0,54580.308,5.35
62000,0,0,1,0,0,0,32793.3645,2.8
90000,0,0,1,0,0,0,20137.0695,2.85
58000,0,0,1,0,0,0,20137.0695,2.85
110000,0,0,1,0,0,0,47414.5395,3.95
35370,0,0,0,0,1,0,6907.797,14.35
168000,0,0,0,0,1,0,12578.359,5.35
41246,0,0,0,0,1,0,12578.359,5.35
350000,0,0,0,0,0,0,1555.709,7.35
233626,0,0,0,0,1,0,12578.359,5.35
129647,0,0,0,0,1,0,36684.4655,7.9
129647,0,0,0,0,1,0,31435.547,12.5
180544,0,0,0,0,1,0,13832.3245,6.7
108158,0,1,0,0,0,0,6528.168,3.45
55016,0,1,0,0,0,0,11735.4825,9.95
64314,0,0,0,0,1,0,12578.359,5.35
53726,0,1,0,0,0,0,12450.6815,3.05
72134,0,0,0,0,1,0,12578.359,5.35
70366,0,0,0,0,1,0,12578.359,5.35
131000,0,0,0,0,1,0,12578.359,5.35
147000,0,0,1,0,0,0,12578.359,5.35
1e+05,0,0,0,0,1,0,12578.359,5.35
110180,0,0,0,0,1,0,1945.012,22.6
116106,0,0,1,0,0,0,12578.359,5.35
140004,0,1,0,0,0,0,12450.6815,3.05
174000,0,0,0,0,1,0,12578.359,5.35
157590,0,0,0,0,1,0,12578.359,5.35
174000,0,0,0,0,1,0,12578.359,5.35
100359,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
150380,0,0,0,0,1,0,12578.359,5.35
123614,0,0,0,0,1,0,12578.359,5.35
128200,0,0,0,0,1,0,12578.359,5.35
184080,0,0,1,0,0,0,12578.359,5.35
135000,0,0,0,0,1,0,12578.359,5.35
78520,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
147182,0,0,1,0,0,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
137770,0,0,0,0,1,0,12578.359,5.35
189562,0,0,0,0,1,0,12578.359,5.35
145246,0,0,0,0,1,0,50741.637,3.05
147182,0,0,1,0,0,0,12578.359,5.35
147182,0,0,1,0,0,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
169562,0,0,0,0,1,0,12578.359,5.35
123000,0,0,0,0,1,0,12578.359,5.35
145246,0,0,0,0,1,0,32526.65,3.7
126299.53,0,0,0,0,1,0,12578.359,5.35
145246,0,0,0,0,1,0,12578.359,5.35
155000,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,32526.65,3.7
145246,0,0,0,0,1,0,12578.359,5.35
140000,0,0,0,0,1,0,12578.359,5.35
130894,0,1,0,0,0,0,12578.359,5.35
148500,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
168000,0,0,0,0,0,1,54580.308,5.35
57.37,0,1,0,0,0,0,4960.05,21.8
147100,0,1,0,0,0,0,54580.308,5.35
178500,0,0,0,0,1,0,12578.359,5.35
95600,0,0,0,0,1,0,12578.359,5.35
145246,0,0,0,0,1,0,12578.359,5.35
116043,0,1,0,0,0,0,12450.6815,3.05
168834,0,1,0,0,0,0,53593.371,3.65
114234,0,1,0,0,0,0,54580.308,5.35
75700,0,0,0,0,1,0,5313.746,6.35
128000,0,1,0,0,0,0,54580.308,5.35
1e+05,0,0,0,0,1,0,12578.359,5.35
123200,0,0,0,0,1,0,12578.359,5.35
170000,0,0,0,0,1,0,12578.359,5.35
189000,0,0,0,0,1,0,12578.359,5.35
182000,0,0,1,0,0,0,12578.359,5.35
150000,0,0,0,0,1,0,12578.359,5.35
190667,0,0,0,0,1,0,78141.39,3.6
110800,0,0,0,0,1,0,12578.359,5.35
215000,0,0,1,0,0,0,12578.359,5.35
135000,0,0,1,0,0,0,12578.359,5.35
102005,0,0,0,0,1,0,12578.359,5.35
115981,0,0,0,0,1,0,12578.359,5.35
60528,0,0,0,0,1,0,12578.359,5.35
62000,0,0,0,0,1,0,12578.359,5.35
72000,0,0,0,0,1,0,12578.359,5.35
124000,0,0,1,0,0,0,36684.4655,7.9
64002,0,0,0,0,1,0,12578.359,5.35
88795,0,0,0,0,1,0,12578.359,5.35
64688,0,1,0,0,0,0,47410.443,3.5
97855.49,0,0,0,0,1,0,32526.65,3.7
61797,0,1,0,0,0,0,4212.8895,2.15
165000,0,0,0,0,1,0,12578.359,5.35
106704,0,0,0,0,1,0,54580.308,5.35
195000,0,0,0,0,1,0,12578.359,5.35
88774,0,1,0,0,0,0,3341.996,5.3
126000,0,1,0,0,0,0,12578.359,5.35
210000,0,0,1,0,0,0,60073.2185,3.55
87630,0,0,0,0,1,0,12450.6815,3.05
126360,0,1,0,0,0,0,12578.359,5.35
88654,0,0,0,0,0,0,54580.308,5.35
1e+05,0,0,1,0,0,0,12578.359,5.35
80000,0,0,0,0,0,0,16027.205,8.35
64000,0,0,1,0,0,0,6831.44,10.65
49918,0,0,0,0,1,0,12450.6815,3.05
61194,0,0,0,0,1,0,12578.359,5.35
208000,0,0,0,0,0,0,3540.4745,35.6
260000,0,0,0,0,0,0,54580.308,5.35
190000,0,0,0,0,0,0,4157.4145,7.25
116667,0,0,0,0,1,0,6411.3635,33.15
150000,0,0,0,0,1,0,1945.012,22.6
131206,0,0,0,0,1,0,1945.012,22.6
127401,0,0,0,0,1,0,10127.2495,8.65
180000,0,0,0,0,1,0,12578.359,5.35
160000,0,1,0,0,0,0,54580.308,5.35
47674,0,1,0,0,0,0,3745.6325,4.9
47674,0,1,0,0,0,0,3745.6325,4.9
80000,0,1,0,0,0,0,12578.359,5.35
89000,0,0,0,0,1,0,12578.359,5.35
68016,0,0,1,0,0,0,12578.359,5.35
140000,0,0,0,0,1,0,12578.359,5.35
105000,0,0,0,0,1,0,12578.359,5.35
132700,0,0,0,0,1,0,12578.359,5.35
118154,0,0,0,0,1,0,12450.6815,3.05
140000,0,1,0,0,0,0,10127.2495,8.65
178500,0,0,0,0,1,0,12578.359,5.35
178500,0,0,0,0,1,0,12578.359,5.35
178500,0,0,0,0,1,0,32526.65,3.7
157477,0,0,0,0,1,0,12578.359,5.35
104291,0,1,0,0,0,0,12578.359,5.35
98779,0,1,0,0,0,0,12518.036,3.7
157900,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,1945.012,22.6
142800,0,0,0,0,1,0,32526.65,3.7
250500,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
157300,0,0,0,0,1,0,12578.359,5.35
133000,0,0,0,0,1,0,12578.359,5.35
165200,0,0,0,0,1,0,12578.359,5.35
165200,0,0,0,0,1,0,12578.359,5.35
189000,0,1,0,0,0,0,12578.359,5.35
2e+05,0,1,0,0,0,0,11735.4825,9.95
123906,0,0,0,0,1,0,11735.4825,9.95
97412.15,1,0,0,0,0,0,54580.308,5.35
100651,0,0,0,0,1,0,12578.359,5.35
110000,0,1,0,0,0,0,4870.7305,5.6
74963,0,0,0,0,1,0,12578.359,5.35
148000,0,0,0,0,1,0,12578.359,5.35
195000,0,1,0,0,0,0,54580.308,5.35
66000,0,0,0,0,1,0,44153.444,7.35
60000,0,0,0,0,1,0,12578.359,5.35
51430,0,0,1,0,0,0,47414.5395,3.95
46217,0,0,1,0,0,0,31435.547,12.5
153476,0,1,0,0,0,0,65504.595,3.7
125000,0,0,0,0,1,0,12578.359,5.35
91149,0,1,0,0,0,0,10127.2495,8.65
137300,0,0,0,0,1,0,12578.359,5.35
90000,0,0,0,0,1,0,32526.65,3.7
118000,0,0,0,0,1,0,12578.359,5.35
2e+05,0,0,0,0,1,0,54580.308,5.35
91166,0,0,0,0,1,0,32526.65,3.7
180000,0,0,0,0,1,0,36684.4655,7.9
190000,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
142800,0,0,0,0,1,0,12578.359,5.35
202500,0,0,0,0,1,0,50741.637,3.05
165200,0,0,0,0,1,0,12578.359,5.35
165200,0,0,0,0,1,0,12578.359,5.35
165200,0,0,0,0,1,0,12578.359,5.35
165200,0,0,0,0,1,0,12578.359,5.35
165200,0,1,0,0,0,0,12578.359,5.35
168100,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
150000,0,0,0,0,1,0,12578.359,5.35
118893,0,0,0,0,1,0,12578.359,5.35
102716,0,1,0,0,0,0,32793.3645,2.8
143400,0,0,0,0,1,0,12578.359,5.35
89045,0,0,0,0,1,0,12578.359,5.35
102315.2,0,0,0,0,1,0,12578.359,5.35
132500,0,0,0,0,1,0,12578.359,5.35
142800,0,0,1,0,0,0,12578.359,5.35
97614,0,0,1,0,0,0,12578.359,5.35
101500,0,1,0,0,0,0,54580.308,5.35
2e+05,0,0,0,0,1,0,12578.359,5.35
75000,0,0,0,0,1,0,12578.359,5.35
69430,0,0,0,0,1,0,13832.3245,6.7
72114,0,1,0,0,0,0,4870.7305,5.6
62338,0,1,0,0,0,0,4212.8895,2.15
133000,0,1,0,0,0,0,12450.6815,3.05
157269,0,0,1,0,0,0,12578.359,5.35
75350,0,0,1,0,0,0,4407.307,22.9
122088,0,0,1,0,0,0,54580.308,5.35
50455.32,0,0,0,0,1,0,54580.308,5.35
61068,0,1,0,0,0,0,3745.6325,4.9
225000,0,0,0,0,1,0,12578.359,5.35
160000,0,0,0,0,1,0,12578.359,5.35
195000,0,0,0,0,1,0,54782.4885,4.95
195000,0,0,0,0,1,0,12578.359,5.35
142913,0,0,0,0,1,0,10127.2495,8.65
126000,0,1,0,0,0,0,12578.359,5.35
110000,0,1,0,0,0,0,12578.359,5.35
114000,0,0,0,0,1,0,12578.359,5.35
1e+05,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
165000,0,0,0,0,1,0,12578.359,5.35
101754,0,0,0,0,1,0,12578.359,5.35
120224,0,0,0,0,1,0,12578.359,5.35
146400,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
157770,0,0,1,0,0,0,11735.4825,9.95
120931,0,0,0,0,1,0,12578.359,5.35
157900,0,0,1,0,0,0,54782.4885,4.95
95000,0,0,0,0,1,0,12578.359,5.35
190000,0,0,0,0,1,0,4960.05,21.8
136500,0,1,0,0,0,0,4212.8895,2.15
170000,0,0,0,0,1,0,12578.359,5.35
126048,0,0,0,0,1,0,31435.547,12.5
2e+05,0,0,1,0,0,0,47414.5395,3.95
135000,0,0,0,0,1,0,12578.359,5.35
71947,0,0,0,0,1,0,12578.359,5.35
70000,0,0,0,0,1,0,12578.359,5.35
160000,0,0,0,0,1,0,12578.359,5.35
112507,0,0,0,0,1,0,54580.308,5.35
53750,0,0,0,0,1,0,12578.359,5.35
100755.2,0,0,1,0,0,0,54580.308,5.35
50000,0,0,0,0,1,0,4212.8895,2.15
325000,0,0,0,0,0,0,50741.637,3.05
238446.06,0,0,0,0,0,0,1555.709,7.35
104000,0,0,0,0,1,0,12578.359,5.35
125507,0,0,0,0,1,0,16027.205,8.35
103500,0,0,0,0,1,0,54580.308,5.35
120000,0,1,0,0,0,0,13832.3245,6.7
142249,0,0,0,0,1,0,12578.359,5.35
68786,0,0,0,0,1,0,12578.359,5.35
100008,0,1,0,0,0,0,54580.308,5.35
159619,0,0,0,0,0,1,12450.6815,3.05
140000,0,0,0,0,1,0,12578.359,5.35
172000,0,0,0,0,1,0,12578.359,5.35
122500,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
79914,0,0,0,0,0,0,10127.2495,8.65
130894,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
158100,0,0,0,0,1,0,21811.635,11.65
158100,0,1,0,0,0,0,4212.8895,2.15
142800,0,0,1,0,0,0,12578.359,5.35
143700,0,1,0,0,0,0,12578.359,5.35
143700,0,1,0,0,0,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
